variable,spend_multiplier,draw_n,spend_q05,spend_q50,spend_q95,contribution_q05,contribution_q50,contribution_q95,contribution_vs_current_q05,contribution_vs_current_q50,contribution_vs_current_q95,roi_q05,roi_q50,roi_q95,mroi_q05,mroi_q50,mroi_q95,cost_per_kpi_q05,cost_per_kpi_q50,cost_per_kpi_q95,value_per_cost_q05,value_per_cost_q50,value_per_cost_q95
display,1.35,12,59277.4670258226,59277.4670258226,59277.4670258226,7535.68509074625,9546.29357323799,12891.3963337718,1528.41206910624,1723.61780362527,2633.25133134127,0.127125625787342,0.16104422223506,0.217475492469272,-0.185923425870207,0.0853456911855834,0.232552593813067,4.59821926896564,6.21048266686975,7.86623463055997,3.81376877362027,4.83132666705179,6.52426477407817
display,1.4,12,61472.9287675197,61472.9287675197,61472.9287675197,7366.3637766053,9874.70979045538,12483.2085653885,1507.42943589016,2071.49337420476,2573.42047208154,0.119831020325445,0.160635095617453,0.203068388242862,-0.0164070083384116,0.0842951355058101,0.234209066651223,4.92444938699192,6.22528969775488,8.34508458063807,3.59493060976336,4.81905286852358,6.09205164728587
display,1.45,12,63668.3905092168,63668.3905092168,63668.3905092168,7362.89478315155,10210.6729203914,12997.4056107799,1503.96044243641,2255.22948477027,2739.26060834932,0.115644430843366,0.160372719315298,0.204142204739702,-0.216498606945432,0.144815334056566,0.279898105878466,4.89854609572323,6.23560680625073,8.64719548280232,3.46933292530098,4.81118157945894,6.12426614219107
display,1.5,12,65863.852250914,65863.852250914,65863.852250914,7845.90139071967,10358.7433840302,13576.4832937897,1855.95214543028,2483.88240105388,3318.3382913592,0.11912302609981,0.157275091419915,0.206129505484571,-0.13547349299945,0.110075983548111,0.345135772663373,4.85131906589109,6.3588266636067,8.39468264651138,3.57369078299431,4.71825274259744,6.18388516453713
display,1.55,12,68059.3139926111,68059.3139926111,68059.3139926111,7954.45219859655,10772.7446787094,13480.1770031761,2095.51785788141,2732.50386879208,3238.67850133327,0.116875292035123,0.158284649767098,0.198065131903027,-0.156866072743677,-0.0130489783553113,0.378772165529775,5.04884423821554,6.31793064112162,8.55612835345458,3.50625876105369,4.74853949301294,5.94195395709082
display,1.6,12,70254.7757343082,70254.7757343082,70254.7757343082,8096.14572485472,10719.0837805909,14311.7568014165,1900.55992883305,2786.64484664612,4053.61179898593,0.115239791747012,0.15257445018583,0.203712226703863,-0.0340232830792822,0.199805186960086,0.324773524763766,4.90888552042436,6.55643444072608,8.6775582013834,3.45719375241036,4.57723350557491,6.1113668011159
display,1.65,12,72450.2374760054,72450.2374760054,72450.2374760054,8097.82339956488,11029.9855650841,14444.6719132963,2238.88905884974,3194.32997408512,4186.52691086572,0.111770833080385,0.15224222789797,0.199373700025209,-0.142898897731877,0.0459360476174751,0.204154057682059,5.0157066848514,6.56849798104455,8.94687793264278,3.35312499241156,4.5672668369391,5.98121100075627
display,1.7,12,74645.6992177025,74645.6992177025,74645.6992177025,8249.76437206214,11076.6865265746,14715.5377271657,2390.830031347,3243.08599989507,4457.39272473512,0.110518950971333,0.148390150305508,0.197138453807608,-0.109176268904099,0.0860552557097478,0.327994594799294,5.07257706797235,6.73926184391034,9.04822196746497,3.31556852913999,4.45170450916524,5.91415361422825
display,1.75,12,76841.1609593996,76841.1609593996,76841.1609593996,8503.59891331742,11208.782395079,15355.1263270271,2644.66457260228,3335.17303221821,5096.98132459654,0.110664633474375,0.145869508673891,0.199829442128552,-0.148287695015545,0.10764341722401,0.297727639514176,5.00426758613825,6.85705579370898,9.036310595395,3.31993900423125,4.37608526021672,5.99488326385655
display,1.8,12,79036.6227010968,79036.6227010968,79036.6227010968,8318.83051836775,11501.9695826677,15029.566365856,2459.89617765261,3642.31147674646,4771.42136342545,0.1052528591692,0.145527088450707,0.190159521652327,-0.0557764436401362,0.0492755263839802,0.146010956264462,5.25874271932764,6.87159576120706,9.50092955092498,3.15758577507601,4.36581265352122,5.70478564956981
display,1.85,12,81232.0844427939,81232.0844427939,81232.0844427939,8607.44294668928,11622.3717625262,15350.1278342032,2748.50860597414,3727.95849515837,5091.9828317727,0.105961123683228,0.14307612370468,0.188966317182385,-0.272590116229288,-0.00148466289967023,0.166382846390837,5.2919484007027,6.98929366259096,9.43742351194306,3.17883371049683,4.29228371114039,5.66898951547154
display,1.9,12,83427.546184491,83427.546184491,83427.546184491,8544.92172937461,11631.7964690061,15715.415007929,2685.98738865947,3847.74351625963,5457.27000549845,0.10242326569786,0.139423931315007,0.188372015319449,-0.0810158587244998,0.164711381201599,0.481895516113007,5.30864416513333,7.17240882406768,9.76340671415336,3.0726979709358,4.18271793945022,5.65116045958347
display,1.95,12,85623.0079261882,85623.0079261882,85623.0079261882,8964.77192545857,11858.824208898,16348.2451178578,3105.83758474343,4075.08684922882,6090.1001154273,0.104700502149921,0.138500439264186,0.190932852206628,-0.446736034953714,-0.0618502248489256,0.485891680653992,5.23744336526119,7.22411520905477,9.5510525686696,3.14101506449763,4.15501317792559,5.72798556619885
display,2,12,87818.4696678853,87818.4696678853,87818.4696678853,8787.0641886945,12022.1919672969,15367.4532444795,2928.12984797936,4254.30544030542,5506.25902128093,0.100059409164447,0.136898217570437,0.17499113002762,-0.425232159038201,0.148540764332929,0.272147436148553,5.7145753607178,7.30471363003272,9.99406261090856,3.00178227493341,4.1069465271131,5.24973390082859
display,2.05,12,90013.9314095824,90013.9314095824,90013.9314095824,9243.11367372638,12420.3300939851,15831.9807332685,3384.17933301124,4408.34963538504,5573.83573083799,0.102685368020071,0.13798230895471,0.175883671397816,-0.235913968058169,0.0611224544501712,0.265072235671637,5.68557610864392,7.24845002967641,9.73848581625126,3.08056104060212,4.1394692686413,5.27651014193448
display,2.1,12,92209.3931512795,92209.3931512795,92209.3931512795,9085.5365564879,12344.7412040126,15902.3536253782,3226.60221577276,4580.24444794333,5644.20862294761,0.0985315730424783,0.133877263282274,0.172459150656036,-0.425948098564467,0.0121480894794198,0.349151119586541,5.79847457323078,7.47196236034294,10.1490311087278,2.95594719127435,4.01631789846823,5.17377451968107
display,2.15,12,94404.8548929767,94404.8548929767,94404.8548929767,9248.77247359297,12640.0360888791,16433.6460709835,3389.83813287783,4586.96218989101,6175.50106855297,0.0979692462223258,0.133891801467294,0.174076281242249,-0.0466707711653859,0.138197929368957,0.540001817396758,5.7446080124401,7.46920178889757,10.2072848221232,2.93907738666978,4.01675404401881,5.22228843726747
display,2.2,12,96600.3166346738,96600.3166346738,96600.3166346738,9419.95144105748,12852.7485889175,16970.0017270137,3561.01710034235,4983.60931626628,6711.85672458312,0.0975147056368579,0.133050791515771,0.175672319907515,,,,5.69241642921584,7.51651851525571,10.2548635456479,2.92544116910574,3.99152374547314,5.27016959722545
meta,0,12,0,0,0,0,0,0,-18097.0864520006,-14541.733519891,-10739.2331028338,,,,0.147501925669671,0.195804626099835,0.249838218785136,,,,,,
meta,0.05,12,5440.85157311844,5440.85157311844,5440.85157311844,802.536084317828,1065.34390793915,1359.33266570221,-16737.7537862984,-13476.3896119518,-9936.69701851593,0.147501925669671,0.195804626099835,0.249838218785136,0.144170996230546,0.183005321700828,0.242726603401486,4.00259017560485,5.10713186489707,6.77957250700231,4.42505777009013,5.87413878299504,7.49514656355407
meta,0.1,12,10881.7031462369,10881.7031462369,10881.7031462369,1586.94907595685,2067.1182657005,2679.97208765688,-15417.1143643437,-12455.1809887401,-9152.28402687691,0.145836460950108,0.189962751043742,0.246282411093311,0.123001791817453,0.185476703010918,0.234605472513029,4.06037928393158,5.26496869037825,6.85699579847941,4.37509382850325,5.69888253131226,7.38847233279933
meta,0.15,12,16322.5547193553,16322.5547193553,16322.5547193553,2256.18356846322,3014.57347736767,3956.42564184159,-14140.660810159,-11528.2738962409,-8483.04953437053,0.138224904572557,0.184687601248657,0.242390098233217,0.109448601454156,0.177770488530853,0.223977757625437,4.12558106659062,5.41761520891642,7.23458629320364,4.1467471371767,5.54062803745971,7.2717029469965
meta,0.2,12,21763.4062924737,21763.4062924737,21763.4062924737,2851.67716386068,4010.40933347741,5175.05537676149,-13094.6150539476,-10531.3241864136,-7887.55593897307,0.131030828792957,0.184273053564427,0.237787013081272,0.124190549664362,0.17117148353585,0.221145996559147,4.20544413692692,5.42676894743241,7.63179176390704,3.9309248637887,5.52819160693282,7.13361039243816
meta,0.25,12,27204.2578655922,27204.2578655922,27204.2578655922,3696.23549797023,4920.54113301173,6378.27792002917,-11976.0013216153,-9722.49690773098,-7042.99760486353,0.135869742017304,0.180873933680625,0.234458809776847,0.0843669574999312,0.156652104253539,0.26194189301116,4.26514150162145,5.52871928422237,7.3599904228319,4.07609226051912,5.42621801041874,7.03376429330541
meta,0.3,12,32645.1094387106,32645.1094387106,32645.1094387106,4155.26359140294,5793.59941862122,7566.73175647997,-10550.81436096,-8826.58677732927,-6583.96951143081,0.127285944597742,0.177472200836036,0.231787605757184,0.102051861534071,0.140380167598115,0.213325367382876,4.31429453155309,5.63487139499593,7.85632697435896,3.81857833793226,5.32416602508107,6.95362817271551
meta,0.35,12,38085.961011829,38085.961011829,38085.961011829,4814.2331651542,6639.48510949362,8710.35695608533,-9995.56532959263,-7941.12446797191,-5924.99993767955,0.126404403020288,0.174328937306623,0.228702564532374,0.0234059805162592,0.144454320079021,0.214342519912181,4.37249141497249,5.73848941210427,7.91111682905146,3.79213209060863,5.22986811919868,6.86107693597123
meta,0.4,12,43526.8125849475,43526.8125849475,43526.8125849475,5478.54870786767,7321.35533450248,9681.55764433153,-8902.57355066657,-7196.91146169271,-5260.68439496608,0.125866066971379,0.168203341795681,0.222427443439303,0.0830992040769214,0.129268140465574,0.21124313418903,4.49584810461073,5.94536803327377,7.94495310819072,3.77598200914138,5.04610025387043,6.67282330317908
meta,0.45,12,48967.6641580659,48967.6641580659,48967.6641580659,6103.78341105616,7962.77244408715,10325.9373988192,-7875.84473323402,-6602.32682796491,-4635.44969177759,0.124649266327129,0.162612870779043,0.210872574307148,0.0572121439718365,0.13535266194957,0.234317338271472,4.74220037046375,6.15046443749678,8.02251011550766,3.73947798981387,4.87838612337129,6.32617722921443
meta,0.5,12,54408.5157311844,54408.5157311844,54408.5157311844,6415.06619458681,8615.46920736919,11582.1562275488,-7456.31566252658,-5957.62990583774,-4324.16690824695,0.1179055540916,0.15834780808827,0.212873960480242,0.0345732186923122,0.107417657356981,0.231407247684258,4.69761542343651,6.31532419828506,8.48136466262743,3.53716662274799,4.7504342426481,6.38621881440727
meta,0.55,12,59849.3673043028,59849.3673043028,59849.3673043028,6925.73887340247,9504.39564753909,12179.8660231461,-6573.91121351986,-5010.21297942943,-3813.49422943129,0.115719500227775,0.158805281920763,0.203508684748793,0.0231907655088618,0.147051780632655,0.230401889961071,4.91379520846681,6.29810427895114,8.64158588683551,3.47158500683326,4.76415845762289,6.10526054246378
meta,0.6,12,65290.2188774212,65290.2188774212,65290.2188774212,7350.02368483688,10060.1803267187,13085.7081440567,-5566.16737581191,-4514.15593852446,-3232.92432310862,0.112574652240578,0.154084034326889,0.200423713828015,0.0386937411597275,0.110637300220917,0.176815190460434,4.9894295485319,6.48999955066143,8.88299435172095,3.37723956721733,4.62252102980667,6.01271141484045
meta,0.65,12,70731.0704505396,70731.0704505396,70731.0704505396,7985.26657623209,10705.3643808003,13705.6857460499,-4604.14216864403,-3699.27735102798,-2753.96652660167,0.112896164660988,0.151353066094005,0.193771784574275,0.0316312367710165,0.104584604280725,0.250583516225384,5.16071007033888,6.60708107738289,8.85769683144563,3.38688493982965,4.54059198282016,5.81315353722826
meta,0.7,12,76171.9220236581,76171.9220236581,76171.9220236581,8182.43557175441,11352.3676856422,14909.2885191147,-3894.21567515595,-3115.1134429,-2400.61319274595,0.10742062631967,0.149036119662522,0.195732077162029,0.0334668465925828,0.0776450221832228,0.171134009718968,5.10902461415249,6.7119379943413,9.3091991199542,3.2226187895901,4.47108358987565,5.87196231486087
meta,0.75,12,81612.7735967765,81612.7735967765,81612.7735967765,8634.78151829677,11764.7247098463,15840.4032651082,-3712.12753022538,-2571.63565722468,-1966.66049218742,0.105801838826831,0.144152982325685,0.194092205999158,0.0633813679612638,0.120032591980053,0.202397801490416,5.15219039761101,6.93717447355249,9.45163156981357,3.17405516480492,4.32458946977056,5.82276617997474
meta,0.8,12,87053.625169895,87053.625169895,87053.625169895,8988.77766970654,12506.4045230224,16633.814591408,-2895.79118153513,-1941.18639443263,-1093.73954712799,0.103255638718823,0.143663224806718,0.191075495810142,-0.0434870727608856,0.079695179952286,0.133269366083859,5.2335334562922,6.96103341682664,9.6847011205181,3.0976691615647,4.30989674420153,5.73226487430427
meta,0.85,12,92494.4767430134,92494.4767430134,92494.4767430134,9589.69892812738,12762.6863511653,17188.9925231866,-2416.44865311842,-1502.18978995853,-908.093928813967,0.103678611586413,0.137983226680931,0.185838042750861,0.0183090642392299,0.0924269401947237,0.237605724040431,5.38102955238624,7.24725778053683,9.64519089037503,3.11035834759238,4.13949680042792,5.57514128252583
meta,0.9,12,97935.3283161318,97935.3283161318,97935.3283161318,9922.17471815036,13467.3516583299,17826.6315627745,-1955.12267322,-1147.13977513274,-270.454889226123,0.101313539135969,0.137512702411716,0.182024524441586,-0.0180794877390445,0.134118357468003,0.266870710628281,5.49376521140652,7.27208709840804,9.87034910169254,3.03940617407906,4.12538107235148,5.46073573324758
meta,0.95,12,103376.17988925,103376.17988925,103376.17988925,10321.6279942333,14182.7034433314,17768.7427842194,-1180.30800428862,-369.295414361276,-34.4887214350638,0.0998453222521003,0.137195081676704,0.171884304520205,0.00633884622132719,0.0678745614355394,0.21693442440521,5.81786686568842,7.28928140657567,10.01549173706,2.99535966756301,4.11585245030113,5.15652913560615
meta,1,12,108817.031462369,108817.031462369,108817.031462369,10739.2331028338,14541.733519891,18097.0864520006,0,0,0,0.0986907376401608,0.133634719900624,0.166307481547675,-0.153027399386429,0.0907293411322682,0.209179112376253,6.01295859148306,7.48618442878715,10.1326631446016,2.96072212920482,4.00904159701871,4.98922444643024
meta,1.05,12,114257.883035487,114257.883035487,114257.883035487,10728.2514351765,14733.5466934426,19235.1989546365,-832.599366681872,493.6448784275,1138.11250263585,0.0938950657071464,0.128949935899535,0.168348987777607,-0.0512239721299986,0.00682178858851756,0.385384347483333,5.94004165514214,7.75497010650172,10.6501869131116,2.81685197121439,3.86849807698604,5.05046963332821
meta,1.1,12,119698.734608606,119698.734608606,119698.734608606,11471.7255477926,15157.5458907218,19165.7898892107,147.610634673249,720.852115758313,1264.21966657803,0.095838319304738,0.126630794722136,0.160116896405626,0.0209144197337625,0.0713347368788597,0.16769789093888,6.24543706784502,7.8970301919574,10.4342397409985,2.87514957914214,3.79892384166409,4.80350689216879
meta,1.15,12,125139.586181724,125139.586181724,125139.586181724,11738.6265249393,15389.7762721941,19726.3423626549,575.253646552157,1123.22336710823,1629.25591065433,0.0938042619694526,0.12298087872726,0.157634709883161,-0.0903272406044811,0.011936848108943,0.165870644166278,6.34378050837407,8.13216216142331,10.6604964316616,2.81412785908358,3.68942636181779,4.72904129649484
meta,1.2,12,130580.437754842,130580.437754842,130580.437754842,12079.6063607447,15636.3108518986,20628.8199179012,845.195966716281,1221.94341264278,2531.73346590059,0.092507013825635,0.119744665592674,0.157977873811625,0.00407114026153021,0.113857464370059,0.182939824111336,6.33000037202942,8.35117653811241,10.8099911416975,2.77521041476905,3.59233996778023,4.73933621434874
meta,1.25,12,136021.289327961,136021.289327961,136021.289327961,12269.2646673579,16163.4323349122,21281.2654820317,1268.60895205263,1746.50600636322,3184.1790300311,0.0902010613777924,0.118830165592244,0.156455401850518,0.00873339090899467,0.0810967112046586,0.156428101619125,6.39159778551736,8.41647890369678,11.0863440487874,2.70603184133377,3.56490496776733,4.69366205551554
meta,1.3,12,141462.140901079,141462.140901079,141462.140901079,12543.425458709,16479.8980571456,21820.6363346948,1718.04694461287,2027.36542846133,3723.54988269422,0.0886698404167396,0.116496880028626,0.154250714683821,-0.0547735883380711,0.0134005213124225,0.184557383758055,6.48295213445056,8.58712567533337,11.2777918094822,2.66009521250219,3.49490640085879,4.62752144051462
meta,1.35,12,146902.992474198,146902.992474198,146902.992474198,12372.4098479984,16878.0314034459,22824.7856664455,1633.17674516464,2361.80190207229,4727.69921444486,0.0842216325182858,0.114892359367087,0.155373183908792,-0.05965403903092,0.0769536900864191,0.221033212084655,6.43611706243352,8.70720479222608,11.8734340584396,2.52664897554858,3.4467707810126,4.66119551726377
meta,1.4,12,152343.844047316,152343.844047316,152343.844047316,12802.2166858325,17419.2636108735,22500.2168943412,2062.9835829987,2888.44632382648,4403.13044234062,0.0840350114958123,0.114341762345601,0.147693640232374,-0.0358805583004748,0.0338024274052626,0.110389925110926,6.77077224467247,8.74571115743261,11.8998020253717,2.52105034487437,3.43025287036802,4.43080920697122
meta,1.45,12,157784.695620435,157784.695620435,157784.695620435,13326.0540127121,17632.5730662412,22304.9961022677,2560.21425658346,3163.47555848437,4207.90965026711,0.0844572026476451,0.111750845016414,0.141363495455379,-0.0747775072225693,0.0851822624617184,0.269625441333158,7.07396203509728,8.94934753581131,11.8403163809722,2.53371607942935,3.35252535049241,4.24090486366138
meta,1.5,12,163225.547193553,163225.547193553,163225.547193553,12919.2006949063,17983.7241473219,23771.988108898,2179.96759207251,3472.86544798173,5674.90165689736,0.0791493789853047,0.110177141118705,0.145638893651305,-0.133803792804858,0.000224146421073912,0.188316082869375,6.86629769650848,9.0793902014905,12.6343379167342,2.37448136955914,3.30531423356114,4.36916680953916
meta,1.55,12,168666.398766672,168666.398766672,168666.398766672,13943.8005506296,17833.2828808813,23465.3098895344,2860.21653798703,3455.87580957414,5368.22343753379,0.0826708855622102,0.105731094108147,0.139122611623407,0.0153684478745758,0.0408381983052113,0.197629927316138,7.18790416835267,9.45912127306444,12.0961568658593,2.48012656686631,3.17193282324442,4.17367834870222
